1.6401275789153956e-08,3.0369624948916107e-09,1.9575265198540963e-09
8.414146611020633e-08,1.5697400528429892e-08,1.0514108652438268e-08
2.164362136286642e-07,4.082008036798062e-08,2.8816833124844612e-08
4.0216409387865504e-07,7.691398517123226e-08,5.7817928038961556e-08
6.303921984016907e-07,1.2280570684194266e-07,9.897792554039373e-08
8.865825285846028e-07,1.7754108681085957e-07,1.545642004932769e-07
1.1587381472321408e-06,2.402549539134381e-07,2.2764167515954933e-07
1.4479524785765285e-06,3.0999137086119675e-07,3.2144203202759343e-07
1.766310695732432e-06,3.851846521309339e-07,4.3784153511664397e-07
2.1302463386585017e-06,4.6322823553739916e-07,5.758869994534587e-07
2.5562780791804627e-06,5.427978065732328e-07,7.319018059104792e-07
3.062995185750679e-06,6.264266153999599e-07,9.013639435477655e-07
3.6686317545639555e-06,7.178773724643596e-07,1.0805853650757097e-06
4.38559561073571e-06,8.198222902005172e-07,1.2669991319541816e-06
5.217003949866737e-06,9.336891651054279e-07,1.458580177141767e-06
6.157521681342284e-06,1.0597339572305486e-06,1.653532108178911e-06
7.197114528526e-06,1.1974645177350561e-06,1.8501981154943601e-06
8.322069590649545e-06,1.3460034944443743e-06,2.0473148277666694e-06
9.513241528024543e-06,1.5043884960866126e-06,2.245486773693116e-06
1.074623932744874e-05,1.6717581713965175e-06,2.448353100344203e-06
1.1995854040859483e-05,1.847414110305486e-06,2.660741757335398e-06
1.324598695599211e-05,2.030754581115476e-06,2.886721922419708e-06
1.4500125475220104e-05,2.221249945806495e-06,3.129643425705746e-06
1.577431737340554e-05,2.4183969943898023e-06,3.392411022233135e-06
1.7084621244535403e-05,2.6216171210551065e-06,3.6774269975199467e-06
1.8445150934665435e-05,2.8298332155760416e-06,3.9858060963321175e-06
1.9868854136024387e-05,3.040601783875802e-06,4.3159704526981955e-06
2.136650274079836e-05,3.252385482785973e-06,4.662356897203219e-06
2.2941873585673573e-05,3.4681539905501583e-06,5.015994550026133e-06
2.459049500769115e-05,3.69280266066729e-06,5.370561535458629e-06
